Starting from 1.11.2017,Until No time restrictions,Monthly rent sFr. 680.-,State Zurich (City),Address Paul-Feyerabend-Hof,City 8049 Zürich,"The room is located on the first floor. It is about 13m ^ 2, included is a desk, chair, bed, bookshelf and a closet. Additionally, there is a free wifi. Our room has a very large living room with a kitchen. The kitchen is equipped with two refrigerators, microwave, dishwasher, oven, coffee machine, toaster and a stove. You have an unlimited access to washing machines and driers located in the basement at any given time.  The picture is an example of a fully furnished room and the view you would have.  Surroundings: The flat is located on the campus ETH Hönggerberg and a 2 min bus ride or 10 minute walk away from Höngg Center (Meierhofplatz). You can find everything you need including Migros, Coop, Denner, Pharmacies, Post Office, etc. There is also a small coop on the campus itself (1 min walk). Transportation: The ETH Link connecting Hönggerberg and the center by a free of charge bus (15min ride) is also merely a 2 min walk away, as well as the bus numbers 80 and 69.  Official Homepage of Student Village: http://studentvillage.ch/",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--680-zurich-stadt/pictureLarge/roomPicture.png,"We are an international mixture of ETH students form Switzerland, Germany, Austria and Italy. We are three girls and five guys between the ages of 19-24.","We are looking for an open minded, ambitious, easy going character. You have to be at the university in Zurich and should be fluent in english, even though we are currently a german speaking.  We are looking forward to your application.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--680-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 825.-,State Zurich (City),Address Schachenmatten,City 8906 Bonstetten-Wettswil,"The room is medium sized, unfurled or furnished according to the light","2 young men (20,22 years old), working, sociable","You should be between 20 - 30 years old, working or student, calm, tidy. Entry possibility: from now or after arrangement,  In the apartment you can use the following: - 2 bathrooms - 2 balconies - 1 kitchen with dishwasher - 1 living room  Collection from now or by appointment.  If you are interested, we would be pleased to hear from you.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017--1000-zurich-stadt0.html
Starting from 1.11.2017,Until No time restrictions,Monthly rent sFr. 765.-,State Zurich (City),Address Birchstrasse 408,City 8052 Zürich,"The room isZimmer in 3er-WG on the 3rd floor, approx. 17m2, quiet, large window front with a view on green area. Rent incl. Additional costs and internet. Large, well equipped kitchen with spacious living room. Shower / WC for shared use.",Two chemicochemists at the ETH (25 and 26).,"Resident, ordinary roommate, usually student or doctoral student.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--765-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 630.-,State Zurich (City),Address Hardstrasse 39,City 8004 Zürich,"The room isca 15m2 and bright. Furthermore, the apartment has a large living room, kitchen, dining area, bathroom and a balcony",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--630-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--630-zurich-stadt/pictureLarge3/roomPicture3.png,"a cool guy, 26, graduate studies and traveling.",A roommate (s) who is cool on it and especially meets Juwo criteria.,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--630-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 460.-,State Zurich (City),Address TANNENRAUCHSTRASSE 35,City 8038 ZÜRICH,"The room is This is flatshare, we share a kitchen-diningroom, showers and toilets. All rooms have internet and TV access, it has its own washbasin. A bar, a roof terrace, a garden and a music-cum-guestroom are available for the use of all tenants.  http://www.woko.ch/en/liegenschaft-details/408","Masters and PhD students, we enjoy having a good time chatting together, and enjoying rooftop BBQ. We have parties sometimes and it's a very friendly living environment. ",Students in any Zurich university.,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/11-8-2017-october-31st-550-zurich-stadt.html
Starting from 12.9.2017,Until No time restrictions,Monthly rent sFr. 590.-,State Zurich (City),Address Apfelbaumstrasse 26,City 8050 Zürich,"The room isKleines, bright room, ca 7.5m2 (unfurnished or furnished) in a single-family house with large living and dining area, a large garden, washing machine, fully equipped kitchen, bath with shower / WC, guest toilet. Available now. Costs: CHF 590 including all additional costs (heating, electricity, internet, telephone, billag).",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/12-9-2017--590-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/12-9-2017--590-zurich-stadt/pictureLarge3/roomPicture3.png,"I am Thomas (36) and I studied sociology; I'm always away in the evening (volleyball, music, etc.), but also appreciate the opportunity to spend an evening together, e.g. for barbecue in summer or for dinner.","I am looking for 1-2 flatmates who are 25-40 years old and do not want to live in a pure purpose flat. At the same time, the house and the garden should also offer sufficient opportunities for retreat for all. Write me a mail with a short presentation of you (age, occupation, a few words about yourself).",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/12-9-2017--590-zurich-stadt.html
Starting from 28.12.2017,Until 10. Februar 2018,Monthly rent sFr. 980.-,State Zurich (City),Address Freiestrasse,City 8032 Zürich,"The room isBEFRISTET - 28 December 2017 to 12 February 2018: The apartment has a living room with balcony (TV, sofa, dining table), kitchen (gas cooker), 980.- incl. NK",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/28-12-2017-10--februar-2018-980-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/28-12-2017-10--februar-2018-980-zurich-stadt/pictureLarge3/roomPicture3.png,"Deine befristete Mitbewohnerin (24ig), ist überaus umgänglich, sportlich, gesprächig, kocht gerne und arbeitet zusätzlich zum Studium noch in einer Kanzlei. ",tidy (female / male) and also for a glass of wine,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/28-12-2017-10--februar-2018-980-zurich-stadt.html
Starting from 1.11.2017,Until ca. März 2018 / till march 2018,Monthly rent sFr. 1'200.-,State Zurich (City),Address Hofwiesenstrasse 25,City 8057 Zurich,"The room isThe room / the room: approx. 18 m2, furnished. The room has two large windows, a beautiful old parquet flooring and adjoining kitchen and living room. The furniture is simple and modern: a queen-size bed, a 4-door wardrobe, a desk and shelves with full body mirror. ----- EN: 18 m2, furnished. The room has two big windows, a beautiful old wooden floor and is located between the kitchen and the living room. The furniture is simple and modern: one queen sized bed, a 4-door closet, a desk and shelfs with a big mirror.  The flat / the flat: The apartment at Schaffhauserplatz has about 115 m2 and is a large 4.5 room apartment with high ceilings. It has 2 bathrooms, a spacious hall, a kitchen with a very good standard, a living room with a bay window and a great parket as well as a fantastic stucco. ----- The flat at the Schaffhauserplatz has 115 m2 and 4.5 rooms with high ceilings. There is 1 bathroom and 1 guest toilet, a large corridor, a modern kitchen and a beautiful living room with an oriel, a wooden floor and stucco.  Offer / offer: Sublet rent from November 2017 for about 4 months with option to extend of 1-3 months. In the additional costs is Internet, TV, water, electricity and even a cleaning fee every two weeks included. ----- EN: Subtenancy from november 2017 for about 3 months with option to extend of 1-3 months. Internet, TV, water, electricity and even a cleaning lady every two weeks is included.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017-ca--m-rz-2018-1200-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017-ca--m-rz-2018-1200-zurich-stadt/pictureLarge3/roomPicture3.png,"The world is calling me and so I leave home for 4 months or more. In the meantime, I would like to leave my beautiful room including furniture to someone else. In the package with are two dear roommates: Male, 30 and 31 years old, both professional, enterprising and sporty. ----- EN: The world is calling me and so I leave home for 4 months or more. In the meantime I would like to leave my room. In the package are two dear roommates: Male, 30 and 31 years old, both working, active and sporty.","Between 25 and 35 years old, professional, tidy, sociable and active. Preference is given to female applicants. Inspection dates are agreed individually. Please send us a nice picture of you. ----- You are between 25 and 35 years old, working, tidy, social and active. Female preferred. Inspection dates are made individually. Please send us a picture of you.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017-ca--m-rz-2018-1200-zurich-stadt.html
Starting from 15.9.2017,Until No time restrictions,Monthly rent sFr. 890.-,State Zurich (City),Address Bahnhofstr 22,City 8703 Erlenbach,"The room isMöbiliertes Zimmer 12m2 to a new flatmate IN! The apartment is located in a MFH on the 3rd floor with lift and only 2 minutes from the station Erlenbach (10/15 minutes to Stadelhofen / Hauptbahnhof station, 2 minutes walk to the lake). The house has a calm and relaxed atmosphere. I am 31 years old, swimming instructor and live along with my two very amiable Alaskan Malamute dogs. Love for the two is a prerequisite! I look forward to your call.   Price: 890.- incl. Additional costs and joint use of kitchen, living room, 1 bathroom + WC, 1 WC, balcony, laundry, wlan, billag and general household items (cleaning agent, mölsäck, toilet paper,  043 542 22 31 / +4176 344 66 23 or Whatsapp",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017--890-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017--890-zurich-stadt/pictureLarge3/roomPicture3.png,"Society I like, even a beer or tea. I, 30 year old swimming instructor, with two very dear alaskan malamute dogs and a 36 years old roommate.","Very important to me is the neat and nice handling and also no fear of dogs, better said it is a MUST to love dogs: p",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017--890-zurich-stadt.html
Starting from 12.9.2017,Until No time restrictions,Monthly rent sFr. 1'350.-,State Zurich (City),Address Trottenstrasse 98,City 8037 Zurich ,"The room isA room of 13 m2 in a spacious flat of 90 m2. The flat will be shared with only one person. The flat consists in a spacious living room, dinning room and balcony. ",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/12-9-2017--1350-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/12-9-2017--1350-zurich-stadt/pictureLarge3/roomPicture3.png,I am a PhD student in ETHZ. I am a very easy going person and really friendly. I like having dinner with friends at home.,For a friendly and open person who would be willing to share the full contract of the apartment.,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/12-9-2017--1350-zurich-stadt.html
Starting from 1.11.2017,"Until Juli 2018, oder länger",Monthly rent sFr. 900.-,State Zurich (City),Address uetlibergstrasse 77,City 8045 zürich,"The room isca. 22m2 large, bright with a nice fishing surface  available from mid October / early November as my roommate moves out.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017-juli-2018--oder-l-nger-900-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017-juli-2018--oder-l-nger-900-zurich-stadt/pictureLarge3/roomPicture3.png,"End 20 and from the event area and thus little at home with very irregular working hours. I, Fabienne, like to travel and I am always happy to meet new things and people. Anything else we can discuss personally :)","An open-minded roommate who has joy in life, but also likes to be at home. Whether a student or a worker, we do not care, you are not a stool.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017-juli-2018--oder-l-nger-900-zurich-stadt.html
Starting from 30.9.2017,Until No time restrictions,Monthly rent sFr. 1'255.-,State Zurich (City),Address BADENERSTRASSE 254,City 8004 Zurich,"The room isAs of September 30 I am renting out an unfurnished room in my 4-room apartment. Includes: an unfurnished room in furnished apartment. Shared shower and seperate toilet. Great location in Wiedikon. 2 minutes walking distance from Lochergut. £ 1,255 per month (includes utilities)   I would appreciate if you could please fill out the survey (link below) and tell me something about yourself in an email.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/30-9-2017--1255-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/30-9-2017--1255-zurich-stadt/pictureLarge3/roomPicture3.png,"A little bit about me ... I am open, easy to talk to and not complicated. I work as an Auditor at a public accounting firm and I am 25 years old.",I would recommend this hotel to my friends. I would appreciate if you could please fill out the survey (link below) and tell me something about yourself in an email.  https://www.surveymonkey.com/r/D7WSWYG,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/30-9-2017--1255-zurich-stadt.html
Starting from 17.10.2017,Until No time restrictions,Monthly rent sFr. 1'320.-,State Zurich (City),Address Sempacherstrasse,City 8032 Zürich,"The room isDne new home!  The furnished room is available from 01.11.2017 or optional 17.10.2017.  Here is the basic data: - unlimited from 01.11.17 - Rent / month sFr. 1'320.-  - Room in a 2-room flat - close to the camp site - Old building 65m2 with large balcony - Daylight bath - new kitchen (dishwasher) and bathroom - old parket - the bright room is about 14 / 15m2 with two windows - the apartment is furnished - the room also does not have to be taken over (Photo of empty room), additional cost participation annually household / liability approx. CHF150",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/17-10-2017--1320-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/17-10-2017--1320-zurich-stadt/pictureLarge3/roomPicture3.png,"Your future roommate, has arrived (33) in the professional life, easy-care, rice-loving and loves the nature and is sporty.","You should be professional, non-smoker and tidy.  Get in touch! We look forward to you.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/17-10-2017--1320-zurich-stadt.html
Starting from 1.11.2017,Until 31. 08. 2018,Monthly rent sFr. 900.-,State Zurich (City),Address Morgentalstrasse 37,City 8038 Zürich,"The room isImage a furnished room with a beautiful view for about 1 year (or by arrangement). The apartment is in an ideal location and there is very good connection to public transport. Included are the shared use of bathroom and kitchen, a parking lot right next to the house, all additional costs and WLAN. The place is very pleasant, close to the lake (great for swimmers), close to the forest (for jogger super) and also close to town (for shoppers super). The residential situation, however, does not correspond to a classic flat share in which the residents spend a lot of time together. The apartment is otherwise only inhabited by me and since I am busy, it is here rather quiet. There is unfortunately no shared living room.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017-31--juli-2018-900-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017-31--juli-2018-900-zurich-stadt/pictureLarge3/roomPicture3.png,"I am: female, over 30, versatile interested, active, (almost) no partygoer more ...","... a quiet, decent person who is already a bit older ... who is looking for a lot of social contacts and needs a lot of Ramba Zamba is probably not in the right place here - Sorry.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017-31--juli-2018-900-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 1'080.-,State Zurich (City),Address langgrutstrasse 33,City 8047 zurich,The room isstudio 30m2 (just for you do not share with anyone) kitchen washroom balcony laundry the place its full furnished table chairs bed kettle microwave all you need for one person available from 1/10/17 very peaceful area in albisrieden 2 minutes away from the coop supermarket and several bus stop 25 minutes away from zurich hb the best studio for the right person you can call me 0768 281 286 or send me an email sebastian4145@hotmail.com,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--1080-zurich-stadt2/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--1080-zurich-stadt2/pictureLarge3/roomPicture3.png,maybe could be available before 1 october,male or female smoking or not,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--1080-zurich-stadt2.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 1'100.-,State Zurich (City),Address Seminarstrasse 44,City 8057 Zürich,"The room isZu is the middle floor of the house, a total of three rooms, a room of which is about 20 square meters and costs 1100 CHF, the other two rooms are connected and therefore to be allocated, 9 and 17 square meters for 1220.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--1100-zurich-stadt2/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--1100-zurich-stadt2/pictureLarge3/roomPicture3.png,"There is a great opportunity to get one, two or three rooms in our beautiful house in the middle of Zurich. We share the house with a big garden for six, Stefan (50), Sabine (45), Ayana (8) and Michi (38) plus you or yours. Oh, and do not forget: the chiefs of the territory, our three cats, Nosy, Pitchi and Flora. More information and pictures on porto.ch We are looking forward to your message.","One or two open, uncomplicated persons - OK at the meal it may also be a bit more complicated ...",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--1100-zurich-stadt2.html
Starting from 1.1.2018,Until Zwischenlösung 2-3 Monate,Monthly rent sFr. 1'250.-,State Zurich (City),Address Luisenstrasse,City 8005 Zürich,"The room isca 14m2 room with slanting between RiffRaff and Limmatplatz, 10min walk to the main station and Oberes Letten, Langstrasse 1min away, bus 32 and Tram 4, 13, 17 in 3min. Room is furnished, photos  Beginning of rental by appointment, max 3 months",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-1-2016-3-6-monate-1350-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-1-2016-3-6-monate-1350-zurich-stadt/pictureLarge3/roomPicture3.png,"I'm 36, work through the day, spend a lot of reading or watching movies or drinking at the kitchen and wine. On the weekend often on the road, either rhythmically limbs the limbs or on small town strips to Hier and Da.  The apartment is non-smoking (rarely in the kitchen), with private roof terrace, equipped with barbecue, couch and ashtray ... :). Otherwise normal standard, bathroom with tub, kitchen with dishwasher, house has elevator, washing machine in the basement without washplan.  The price is composed of 1175.- Rent plus 75.- for WLAN (300/300), EWZ (solar), billag and general household items (cleaning agent, Zürisäck, toilet paper, wash card, etc.)","Who needs an interim solution? Apartment with its own roof terrace in the middle of the lively circle 5, despite all the hustle and bustle still quiet.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-1-2016-3-6-monate-1350-zurich-stadt.html
Starting from 1.12.2017,Until No time restrictions,Monthly rent sFr. 780.-,State Zurich (City),Address Grundstrasse 2,City 8048 Zürich,"The room isAuf den 1. Dezember 2017 suchen wir 1 Nachmieter (m/w) für unser frei werdendes Zimmer an der Grundstrasse beim Letzigrund. Es ist 15m2 gross und für 780 CHF plus etwa 50-60CHF Nebenkosten pro Monat (beinhaltet Strom, Billag, TV und Internet) zu haben. Es ist eine 3er WG und ihr würdet mit Fabian und Sam (er wird ebenfalls erst im Dezember einziehen) zusammen wohnen. Fabian ist 28 Jahre und Jusstudent. Sam ist 26ig und Bauingenieur. Beide sind  unkompliziert, sympathisch und auch für einen gelegentlichen Koch- oder DVD- Abend etc. zu haben. Du passt in die WG wenn du Freude an gelegentlichen und spontanen WG- Aktivitäten hast und dich nicht nur in deinem Zimmer einschliesst. Die Wohnung hat 3 Schlafzimmer, eine offene Küche mit einem kleinen Wohnzimmer und es gibt noch ein kleines Reduit und 1 Badezimmer zu teilen. Leider kein Balkon. Geschirrspüler vorhanden, Waschmaschine zur Mitbenützung im Keller mit Waschplan. Bei uns sind alle 3 Hauptmieter und jeder bezahlt eine Kaution von 2000 CHF. Wenn ihr Interesse habt schreibt mir eine Pn und stellt euch bei mir vor und erzählt was ihr so macht, wir werden dann einige von euch zu einer Besichtigung einladen 😊",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-12-2017--780-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-12-2017--780-zurich-stadt/pictureLarge3/roomPicture3.png,See above,See above,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-12-2017--780-zurich-stadt.html
Starting from 5.11.2017,Until No time restrictions,Monthly rent sFr. 1'200.-,State Zurich (City),Address winzerhalde ,City 16 8049 zürich,"The room is20m2, sehr ruhig, in einer traumhaften Wohnung mit dachterasse mit Jacuzzi. ","Good-humored, active young people","Friendly, hygienic roommate / in for the 2 months",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/5-11-2017-26-12--1200-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 650.-,State Zurich (City),Address Schaffhauserstrasse,City 8052 Zürich,"The room is15 m2 large, bright and is sparsely furnished. The furniture can be taken over as required. The beautiful three-storey old building with garden is located about 5 minutes from the tram station Seebach. In 10 minutes you can reach the railway station Oerlikon by bike, and the main station is thus easily accessible. The 3-room apartment on the first floor has a living room with dishwasher and ceramic hob. Washing machine and dryer are in the cellar. Various shopping and restaurants as well as a recreational area (for relaxation and sports) are just around the corner. The additional costs are between 50 - 100 francs per month.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--650-zurich-stadt1/pictureLarge/roomPicture.png,"Arno, 30, Doktorand und Barbara, 28, Musikpädagogin wohnen seit über einem Jahr zusammen. Wir kochen bei Gelegenheit gerne oder lassen den Tag bei einem Glass Wein in der Küche ausklingen. Ab und zu erklimmen wir eine Bergspitze am Wochenende oder entspannen am Katzensee.","long term M / W between 25-35 years old with WG experience- working or studying. If you are uncomplicated, like to meet new people and take care of tasks in the household independently, we are looking forward to a message from you. Send us a description of your person (interests, hobbies, ideas of the WG life etc.).",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--650-zurich-stadt1.html
Starting from 12.9.2017,Until No time restrictions,Monthly rent sFr. 940.-,State Zurich (City),Address Apfelbaumstrasse 26,City 8050 Zürich,"The room is Pretty, bright room, about 16m2 (unfurnished) in a single-family house with large living and dining area, large garden, washing machine, fully equipped kitchen, bathroom with shower / WC, guest toilet. Available now. Costs: CHF 940 including all additional costs (heating, electricity, internet, telephone, billag).",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/12-9-2017--940-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/12-9-2017--940-zurich-stadt/pictureLarge3/roomPicture3.png,"Ich bin Thomas (36) und habe Soziologie studiert; ich bin abends immer mal weg (Volleyball; Musik etc.), schätze aber auch die Möglichkeit, hin und wieder einen Abend gemeinsam zu verbringen, z.B. zum Grillieren im Sommer oder für Spieleabende. ","I am looking for 1-2 flatmates who are 25-40 years old and do not want to live in a pure purpose flat. At the same time, the house and the garden should also offer sufficient opportunities for retreat for all. Write me a mail with a short presentation of you (age, occupation, a few words about yourself).",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/12-9-2017--940-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 920.-,State Zurich (City),Address Wallisellenstrasse 333,City 8050 Oerlikon,"The room isEnglish below: Nice room for rent in a spacious 4 room apartment. The apartment is on the 4th floor with elevator and has 2 large sunny balconies, where your room leads directly to the large balcony. There is a large bathroom with bath and a washing machine with dryer and a separate toilet with shower. A very spacious living and dining room.Technical details: flooring: living-dining area: parquet bedroom: parquet kitchen: modern with glass-ceramic hob and oven. Modern furnished (table, sofa, large TV 55 'with Netflix etc.).  If you are interested, please send us an e-mail with information about you :-) Visit on Wednesday, September 13 wgoerlikon333@gmail.com  Nice room for rent in a spacious 4 room apartment. The apartment is on the 4th floor with a large living room with a double sofa bed and a separate WC with a shower. A very spacious living and dining room.Technical details: flooring: living-dining area: parquet bedroom: parquet kitchen: modern with glass-ceramic hob and oven. Modern furnished (table, sofa, large TV 55 'with Netflix etc.). if you are interested, please send us an email with information about you :-) wgoerlikon333@gmail.com Visit day: Wednesday, 13th September",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--920-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--920-zurich-stadt/pictureLarge3/roomPicture3.png,"Zwei arbeiter, deutsche, englische und französische Sprecher :)","Temporary roommate, between 23 and 33 years, student or professional  Temporary roommate, between 23 and 33 years, student or professional",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--920-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 1'141.-,State Zurich (City),Address Hagenholzstrasse 90,City 8050 Zürich,"The room isHi Everyone,  I am looking forward to hearing from you in October, during the first week of October. The flat is located in Oerlikon and is a nice and quiet area. The room is 20.2 m2 with an adjoining 5.5 m2 bathroom. The layout of the room can be seen in one of the pictures, the room is marked in red. Since the room is so big and you are the only one who has access to your bathroom. It is a very modern and spacious flat, which has a washing machine / tumbler in the other bathroom and also a balcony. The rent is CHF 1140.50 / month which does not include electricity (additional CHF 21 / month) or internet.  If you're interested, please email us at hagenholzstr90@gmail.com. :)  Hello everybody,  I am looking for a new tenant who wants to take over my shared room from the beginning of October (but flexible in time) or at the latest from 1 November 2017. The apartment is located in a nice and quiet area in Oerlikon. The room is 20.2 m2 plus an additional 5.5 m2 of integrated bathroom (toilet, shower / bath), which is used alone. The floor plan of the room can be seen on the pictures (marked in red). Since the room is large and only you have access to the integrated bathroom, it feels like you have your own apartment in an apartment. The apartment is very modern as well as spacious and has a nice big balcony as well as the washing machine + dryer in the other bathroom can be used at any time. The rent comes to CHF 1,140,50 / month without electricity (additional CHF 21,00 / month) and Internet.  If you are interested, please send an e-mail to hagenholzstr90@gmail.com. :)",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--1141-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--1141-zurich-stadt/pictureLarge3/roomPicture3.png,"You will share the flat with two supercool girls, Molly (26 / American) and Chloe (23 / English), both PhD students at ETH and UZH. They're both really easy to get on with. I'm going to move in with my boyfriend.  Your co-inhabitants are two girls, Molly (26 / American) and Chloe (23 / English), both of whom are PhD students at the ETH and UZH.","English Dictionary Vocabulary Translation English <> English Translate Dictionary> English- Both male and female applicants are welcome!  At best, you are the same age and can speak English. Women and men are welcome and can apply.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--1141-zurich-stadt.html
Starting from 2.10.2017,Until bis 31. März 2018,Monthly rent sFr. 539.-,State Zurich (City),Address Kantstrasse 20,City 8044 Zürich,"The room isThe room is located in a WOKO student residence next to the Fluntern church (Kantstrasse 20, 8044 Zürich) and is about 17m2 in size, plus a large balcony with a view of Lake Zürich. Beside lots of storage space by Einbauschränke you have also Morgensonne and quite a lot of nice roommates. To be exact 40. They share a large kitchen with 6 of them a bathroom with 2 showers and 2 WCs. The room is subletted from 2 October for 6 months and costs CHF 539 per month (Internet, water, electricity, etc. is included). Important: You must rent it for the entire period (6 months) and be enrolled at a Zurich university / university (eg UZH, ETH). For a visit, please provide a brief description of your person: woko.kantstrasse@gmail.com",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/2-10-2017-bis-31--m-rz-2018-539-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/2-10-2017-bis-31--m-rz-2018-539-zurich-stadt/pictureLarge3/roomPicture3.png,"a 42-member student flat share and live in the most amazing villa of the Züriberg. From engineering to literary science to mathematics, all subjects are covered and we are always available for a conversation, an excursion, a beer, etc. with you!",eine aufgestellte und offene Person zwischen 20 und 28 Jahren. Du musst Student und an einer Zürcher Hochschule/Uni immatrikuliert sein. ,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/2-10-2017-bis-31--m-rz-2018-539-zurich-stadt.html
